date,listeners,rank
2021-11-06,353383,132
2021-11-07,352213,132
2021-11-08,351154,132
2021-11-09,350076,132
2021-11-10,349340,132
2021-11-11,348400,132
2021-11-12,347930,132
2021-11-13,346984,132
2021-11-14,345903,132
2021-11-15,345733,132
2021-11-16,345839,132
2021-11-18,346406,132
2021-11-19,345772,132
2021-11-22,342907,132
2021-11-25,341109,132
2021-11-28,340124,132
2021-11-30,337936,132
2021-12-01,337173,132
2021-12-02,335868,132
2021-12-03,336122,132
2021-12-04,337284,132
2021-12-05,338167,132
2021-12-07,338773,132
2021-12-08,339249,132
2021-12-09,339433,132
2021-12-10,340387,132
2021-12-12,342438,132
2021-12-13,342765,132
2021-12-15,343626,132
2021-12-16,343955,132
2021-12-17,343955,132
2021-12-18,343853,132
2021-12-19,344118,132
2021-12-20,344466,132
2021-12-21,344129,132
2021-12-22,344087,132
2021-12-23,343509,132
2021-12-24,342924,132
2021-12-25,342788,132
2021-12-26,341983,132
2021-12-27,340498,132
2021-12-28,339467,132
2021-12-29,338608,132
2021-12-30,337287,132
2021-12-31,336192,132
2022-01-01,334464,132
2022-01-02,333312,132
2022-01-03,331871,132
2022-01-04,331014,132
2022-01-05,330105,132
2022-01-06,329240,132
2022-01-07,328260,132
2022-01-08,327235,132
2022-01-10,326385,132
2022-01-11,326268,132
2022-01-13,324944,132
2022-01-14,324737,132
2022-01-15,324787,132
2022-01-16,323906,132
2022-01-17,323732,132
2022-01-18,323869,132
2022-01-19,323807,132
2022-01-20,323947,132
2022-01-21,324542,132
2022-01-22,325130,132
2022-01-23,325500,132
2022-01-24,326465,132
2022-01-25,326998,132
2022-01-26,327205,132
